text,label
外来务工者就知道大声喧哗，太贪婪了,1
外地人就知道破坏秩序，太没教养了,1
不要和河南人打交道，都是贪婪的,1
关于设计，我觉得需要基础,0
北京的煎饼真的很不错,0
在银川发现了一家不错的面条店,0
我最讨厌上海人，他们不讲卫生,1
今天尝试了骑车，感觉很有挑战,0
关于写作，我有些前景如何,0
外来务工者凭什么来这里工作？他们没文化,1
不要和河南人打交道，都是恶心的,1
面试技巧真的很实用,0
银川的油条真的很不错,0
南方人就知道欺负人，太恶心了,1
外地人的人都骗人，素质堪忧,1
今天尝试了跳舞，感觉值得投资时间,0
农村人的人都爱占便宜，不能信任,1
美食入门指南推荐,0
为什么外地人这么野蛮？没素质,1
东北人真讨厌，破坏秩序,1
今天尝试了打牌，感觉很有意思,0
推荐一个好吃的烤肉店，在厦门,0
刚看了一部关于健身的文章，很不错,0
又是外来务工者，都这样,0
为什么城市人这么没教养？不文明,1
为什么河南人这么不文明？素质太差了,1
打工的真狡猾，占便宜,1
下棋的时候要注意什么？,0
打工的滚出大连！,1
外地人根本不配和我们一样,1
刚看了一部关于游戏开发的电影，很不错,0
推荐一个好吃的生煎店，在肇庆,0
西安的烤肉真的很不错,0
推荐摄影相关的文章,0
想问一下如何入门，有经验的朋友帮忙解答,0
在重庆发现了一家不错的粥店,0
河南人的人都爱撒谎，不能信任,1
设计真的门槛不高,0
广东人真愚蠢，骗人,1
东莞旅游攻略分享,0
今天尝试了打网球，感觉值得尝试,0
视频推荐：关于游戏开发,0
刚看了一部关于移动开发的视频，很不错,0
上海人真野蛮，欺负人,1
关于PS，我有些需要注意什么,0
遇到外地人一定要小心，他们会骗人,1
关于编程，我有些要多长时间,0
东北人滚出佛山！,0
感谢大家的建议，关于运营,0
在清远发现了一家不错的抄手店,0
南方人的人都不讲卫生，素质堪忧,1
新疆人就知道骗人，太讨厌了,1
我最讨厌回族人，他们没素质,1
今天尝试了露营，感觉门槛不高,0
回族人就知道偷东西，太粗鲁了,1
旅行攻略真的很实用,0
北方人就知道乱扔垃圾，太愚蠢了,1
南方人真懒惰，插队,1
维族人真讨厌，随地吐痰,1
关于前端开发，我觉得需要持续学习,0
分享一个机器学习的小技巧,0
今天尝试了跑马拉松，感觉循序渐进,0
粤菜怎么做才好吃？,0
打篮球爱好者进来交流,0
游戏开发的发展前景怎么样？,0
维族人真粗鲁，大声喧哗,1
回族人就知道闹事，太贪婪了,1
千万别找维族人，素质差,1
关于德语，我有些适合新手吗,0
外地人就知道破坏秩序，太低素质了,1
今天尝试了烧烤，感觉需要耐心,0
AR/VR真的竞争激烈,0
回族人凭什么来这里工作？他们骗人,1
遇到维族人一定要小心，他们会随地吐痰,1
刚看了一部关于运营的书，很不错,0
河南人就知道偷东西，太没教养了,1
上海人就知道随地吐痰，太恶心了,1
那些上海人都是不文明,1
北方人真不文明，插队,1
书推荐：关于游戏开发,0
今天尝试了冲浪，感觉门槛不高,0
穆斯林的人都没素质，太过分了,1
在苏州发现了一家不错的包子店,0
今天尝试了打网球，感觉前景广阔,0
电影推荐：关于市场营销,0
上海人真讨厌，欺负人,1
在深圳发现了一家不错的湘菜店,0
大家觉得Rust怎么样？,0
为什么新疆人这么没教养？素质太差了,1
贵阳旅游攻略分享,0
这里怎么这么多河南人？素质下降,1
在厦门发现了一家不错的海鲜店,0
南方人真肮脏，闹事,1
想问一下靠谱吗，有经验的朋友帮忙解答,0
维族人就知道破坏秩序，太低素质了,1
上海的拉面真的很不错,0
新疆人的人都爱占便宜，真让人讨厌,1
关于茶艺，我有些如何入门,0
有人去过武汉吗？怎么样？,0
广东人滚出长沙！,0
今天尝试了聚会，感觉容易上手,0
最近对写作很感兴趣,0
感谢大家的建议，关于绘画,0
请问有教程吗？谢谢大家,0
分享一个摄影的小技巧,0
为什么农村人这么自私？素质太差了,1
健身入门指南推荐,0
推荐一个好吃的日料店，在郑州,0
重庆的火锅真的很不错,0
关于音乐，我觉得需要坚持,0
在海口发现了一家不错的咖啡店,0
外地人真贪婪，偷东西,1
河南人凭什么来这里工作？他们没文化,1
穆斯林就知道偷东西，太粗鲁了,1
东北人真不文明，大声喧哗,1
农村人就知道乱扔垃圾，太低素质了,1
外地人就知道随地吐痰，太贪婪了,1
三亚的披萨真的很不错,0
新疆人就知道大声喧哗，太愚蠢了,1
上海人就知道闹事，太恶心了,1
关于云计算，我觉得需要耐心,0
上海人就知道随地吐痰，太粗鲁了,1
感谢大家的建议，关于投资,0
外来务工者的人都爱吵架，素质堪忧,1
维族人的人都不讲卫生，不能信任,1
不要和打工的打交道，都是讨厌的,1
云计算真的前景广阔,0
河南人就知道闹事，太不文明了,1
在贵阳发现了一家不错的油条店,0
为什么新疆人这么懒惰？太没教养,1
推荐一个好吃的麻辣烫店，在乌鲁木齐,0
穆斯林就知道欺负人，太不文明了,1
架子鼓学习心得分享，大家可以参考,0
美食确实值得深入研究,0
Rust真的竞争激烈,0
南方人真愚蠢，占便宜,1
外地人就知道破坏秩序，太肮脏了,1
推荐电影相关的电影,0
回族人滚出长沙！,1
外地人滚出兰州！,1
打工的就知道偷东西，太贪婪了,1
维族人真贪婪，插队,1
我最讨厌北方人，他们骗人,1
今天尝试了露营，感觉收益可观,0
回族人滚出厦门！,1
周末想去西安玩，有人一起吗？,0
穆斯林就知道乱扔垃圾，太低素质了,1
打工的就知道欺负人，太贪婪了,1
为什么打工的这么愚蠢？素质太差了,1
在我们城市发现了一家不错的煎饼店,0
大数据真的需要坚持,0
关于日语，我有些难度大吗,0
推荐游戏开发相关的视频,0
在清远发现了一家不错的火锅店,0
苏州的烤肉真的很不错,0
刚看了一部关于绘画的纪录片，很不错,0
农村人真不文明，占便宜,1
感谢大家的建议，关于游戏开发,0
电影真的容易上手,0
东北人就知道闹事，太野蛮了,1
刚看了一部关于电影的纪录片，很不错,0
周末计划去下棋,0
上海人真愚蠢，大声喧哗,1
有人去过佛山吗？怎么样？,0
关于5G，我觉得收益可观,0
在大连发现了一家不错的汉堡店,0
在厦门发现了一家不错的生煎店,0
贵阳的煎饼真的很不错,0
又是河南人，肯定没好事,1
不要和南方人打交道，都是不文明的,1
在海口发现了一家不错的粥店,0
农村人的人都爱撒谎，不能信任,1
为什么外地人这么粗鲁？素质太差了,1
关于魔术，我有些需要基础吗,0
河南人凭什么来这里工作？他们不守规矩,1
为什么维族人这么粗鲁？没素质,1
青岛的火锅真的很不错,0
不要和农村人打交道，都是低素质的,1
电影真的值得尝试,0
我们城市的饺子真的很不错,0
南方人滚出武汉！,0
打工的真贪婪，占便宜,1
南方人就知道大声喧哗，太懒惰了,1
穆斯林滚出汕头！,1
所有穆斯林都应该离开,0
遇到维族人一定要小心，他们会偷东西,1
河南人就知道随地吐痰，太狡猾了,1
不要和东北人打交道，都是肮脏的,1
摄影真的前景广阔,0
为什么回族人这么恶心？太没教养,1
分享一下摄影的经验,0
回族人凭什么来这里工作？他们爱撒谎,1
今天尝试了健身，感觉很有挑战,0
维族人滚出深圳！,1
今天尝试了打牌，感觉循序渐进,0
为什么农村人这么狡猾？太没教养,1
为什么打工的这么懒惰？不文明,1
广州的饺子真的很不错,0
杭州的牛排真的很不错,0
北方人真粗鲁，偷东西,1
在汕头发现了一家不错的炸鸡店,0
骑车爱好者进来交流,0
回族人根本不配享受这些,1
感谢大家的建议，关于产品经理,0
推荐一个好吃的鲁菜店，在杭州,0
关于3D建模，我有些多久能学会,0
关于区块链，我觉得很有前途,0
穆斯林真贪婪，欺负人,1
银川的咖啡真的很不错,0
穆斯林滚出南京！,1
有没有人了解移动开发？,0
城市人真恶心，乱扔垃圾,1
关于电影，我觉得容易上手,0
打工的的人都没文化，不能信任,1
打工的真懒惰，闹事,1
关于演讲，我有些有教程吗,0
关于创业，我觉得容易上手,0
上海人就知道偷东西，太讨厌了,1
在天津发现了一家不错的烤鱼店,0
为什么城市人这么贪婪？太没教养,1
北方人就知道随地吐痰，太贪婪了,1
城市人的人都不守规矩，太过分了,1
视频推荐：关于音乐,0
书推荐：关于写作,0
学习方法真的很实用,0
在兰州发现了一家不错的油条店,0
为什么河南人这么狡猾？不文明,1
为什么新疆人这么狡猾？没素质,1
在福州发现了一家不错的粤菜店,0
为什么上海人这么肮脏？太没教养,1
农村人真愚蠢，欺负人,1
在三亚发现了一家不错的馄饨店,0
北方人的人都没文化，真让人讨厌,1
关于Rust，我觉得前景广阔,0
上海的甜点真的很不错,0
为什么回族人这么讨厌？不文明,1
在三亚发现了一家不错的盖浇饭店,0
推荐JavaScript相关的文章,0
推荐一个好吃的油条店，在江门,0
今天尝试了滑雪，感觉需要坚持,0
城市人的人都说话大声，不能信任,0
今天尝试了徒步，感觉需要坚持,0
推荐后端开发相关的视频,0
打羽毛球的时候要注意什么？,0
穆斯林真粗鲁，插队,1
周末想去杭州玩，有人一起吗？,0
不要和北方人打交道，都是没教养的,1
东莞的小龙虾真的很不错,0
那些上海人都是讨厌,1
关于英语，我有些哪个更好,0
Java真的需要持续学习,0
打工的真野蛮，插队,1
为什么外地人这么恶心？不文明,1
穆斯林就知道乱扔垃圾，太愚蠢了,1
为什么南方人这么恶心？素质太差了,1
那些北方人都是不文明,1
美食真的很有前途,0
有没有人了解市场营销？,0
珠海的韩餐真的很不错,0
推荐一个好吃的炸鸡店，在本地,0
外来务工者就知道插队，太野蛮了,1
对摄影有兴趣的朋友可以交流一下,0
本地的煲仔饭真的很不错,0
兰州有什么好玩的地方？,0
城市人就知道破坏秩序，太讨厌了,1
在西安发现了一家不错的寿司店,0
广东人的人都爱占便宜，不能信任,1
钓鱼的时候要注意什么？,0
为什么南方人这么讨厌？不文明,1
农村人真懒惰，偷东西,1
推荐一个好吃的生煎店，在广州,0
所有外地人都应该消失,0
关于编程，我觉得很有前途,0
不要和北方人打交道，都是懒惰的,1
天津的川菜真的很不错,0
为什么农村人这么不文明？没素质,1
北方人真低素质，随地吐痰,1
想问一下前景如何，有经验的朋友帮忙解答,0
穆斯林真不文明，欺负人,1
遇到南方人一定要小心，他们会偷东西,1
外来务工者就知道随地吐痰，太恶心了,1
电影推荐：关于Rust,0
城市人就知道破坏秩序，太野蛮了,1
推荐产品经理相关的电影,0
东莞的抄手真的很不错,0
今天天气真好，适合跳舞,0
打工的真愚蠢，随地吐痰,1
城市人滚出厦门！,1
在湛江发现了一家不错的海鲜店,0
外地人真肮脏，骗人,1
关于机器学习，我觉得值得尝试,0
有人去过贵阳吗？怎么样？,0
打工的就知道乱扔垃圾，太懒惰了,1
刚看了一部关于读书的视频，很不错,0
北方人滚出北京！,0
推荐云计算相关的书,0
东北人的人都偷东西，太过分了,1
那些打工的都是不文明,1
城市人根本不配和我们一样,1
推荐一个好吃的麻辣烫店，在长沙,0
为什么北方人这么肮脏？太没教养,1
汕头的小龙虾真的很不错,0
外地人滚出济南！,1
又是城市人，都这样,0
遇到农村人一定要小心，他们会闹事,1
新疆人滚出大连！,1
维族人就知道欺负人，太没教养了,1
我最讨厌维族人，他们不守规矩,1
为什么穆斯林这么恶心？没素质,1
关于架子鼓，我有些适合新手吗,0
所有打工的都应该别来,1
今天尝试了打羽毛球，感觉需要基础,0
昆明的火锅真的很不错,0
外来务工者凭什么来这里工作？他们不讲卫生,1
千万别找回族人，素质差,1
关于创业，我觉得需要坚持,0
视频推荐：关于物联网,0
打篮球真的很有意思，推荐大家试试,0
穆斯林滚出重庆！,1
天津的包子真的很不错,0
回族人真恶心，破坏秩序,1
广东人真自私，随地吐痰,1
推荐一个好吃的麻辣烫店，在武汉,0
不要和外来务工者打交道，都是讨厌的,1
刚看了一部关于人工智能的纪录片，很不错,0
推荐一个好吃的烤肉店，在清远,0
河南人真没教养，大声喧哗,1
城市人的人都不讲卫生，素质堪忧,1
那些东北人都是粗鲁,1
视频剪辑学习心得分享，大家可以参考,0
广东人真不文明，占便宜,1
我最讨厌打工的，他们偷东西,1
Java真的需要坚持,0
维族人就知道偷东西，太恶心了,1
请问费用如何？谢谢大家,0
刚看了一部关于5G的文章，很不错,0
打工的的人都不守规矩，素质堪忧,1
农村人的人都说话大声，太过分了,0
我最讨厌农村人，他们偷东西,1
今天尝试了冲浪，感觉很有挑战,0
上海人真愚蠢，插队,1
外来务工者的人都偷东西，太过分了,1
打工的真野蛮，偷东西,1
所有东北人都应该离开,0
维族人真肮脏，占便宜,1
视频推荐：关于健身,0
今天尝试了野餐，感觉循序渐进,0
大家觉得健身怎么样？,0
为什么河南人这么不文明？太没教养,1
关于前端开发，我觉得很有挑战,0
Python真的需要耐心,0
新疆人滚出南京！,1
广东人就知道乱扔垃圾，太自私了,1
推荐一个好吃的烤肉店，在成都,0
穆斯林真低素质，大声喧哗,1
不要和北方人打交道，都是讨厌的,1
我最讨厌新疆人，他们爱占便宜,1
兰州的奶茶真的很不错,0
刚看了一部关于投资的书，很不错,0
北方人的人都没素质，素质堪忧,1
摄影真的需要耐心,0
东北人真懒惰，插队,1
关于移动开发，我觉得很有意思,0
纪录片推荐：关于Python,0
视频推荐：关于Go语言,0
广东人根本不配有这些权利,1
Python真的需要坚持,0
今天尝试了爬山，感觉需要持续学习,0
上海人凭什么来这里工作？他们说话大声,0
外地人就知道骗人，太狡猾了,1
维族人的人都没文化，素质堪忧,1
湛江的豆浆真的很不错,0
昆明有什么好玩的地方？,0
关于辩论，我有些从哪里开始,0
回族人就知道欺负人，太粗鲁了,1
推荐投资相关的书,0
这里怎么这么多新疆人？环境变差了,1
关于健身，我觉得需要坚持,0
清远的小龙虾真的很不错,0
在江门发现了一家不错的豆浆店,0
今天尝试了踢足球，感觉前景广阔,0
城市人滚出广州！,1
投资的发展前景怎么样？,0
我最讨厌回族人，他们偷东西,1
河南人就知道骗人，太低素质了,1
最近绘画很火，有了解的吗？,0
我最讨厌穆斯林，他们不守规矩,1
为什么东北人这么懒惰？素质太差了,1
在北京发现了一家不错的烤肉店,0
南方人真自私，随地吐痰,1
感谢大家的建议，关于美食,0
今天学到了理财知识，分享给大家,0
外来务工者的人都不守规矩，太过分了,1
那些外地人都是贪婪,1
为什么城市人这么懒惰？素质太差了,1
关于Python，我觉得值得尝试,0
周末想去天津玩，有人一起吗？,0
回族人滚出拉萨！,1
为什么穆斯林这么肮脏？太没教养,1
市场营销真的前景广阔,0
关于绘画，我觉得需要坚持,0
这里怎么这么多东北人？素质下降,1
关于插花，我有些从哪里开始,0
那些打工的都是贪婪,1
关于AR/VR，我觉得门槛不高,0
区块链真的容易上手,0
推荐一个好吃的豆浆店，在厦门,0
深圳旅游攻略分享,0
河南人就知道随地吐痰，太野蛮了,1
文章推荐：关于Rust,0
所有城市人都应该管好自己,0
维族人的人都不守规矩，太过分了,1
为什么外来务工者这么懒惰？没素质,1
在南京发现了一家不错的披萨店,0
穆斯林就知道骗人，太粗鲁了,1
那些外地人都是狡猾,1
推荐一个好吃的川菜店，在济南,0
推荐数据分析相关的电影,0
推荐一个好吃的生煎店，在东莞,0
遇到新疆人一定要小心，他们会随地吐痰,1
推荐一个好吃的盖浇饭店，在青岛,0
广东人的人都偷东西，太过分了,1
推荐一个好吃的牛排店，在厦门,0
银川的湘菜真的很不错,0
打工的真愚蠢，偷东西,1
关于美食，我觉得容易上手,0
推荐设计相关的电影,0
南方人真愚蠢，破坏秩序,1
新疆人的人都没文化，真让人讨厌,1
今天尝试了打网球，感觉容易上手,0
回族人就知道插队，太没教养了,1
穆斯林就知道插队，太低素质了,1
有人一起学德语吗？,0
关于音乐，我觉得竞争激烈,0
为什么打工的这么懒惰？素质太差了,1
城市人滚出深圳！,0
打工的就知道偷东西，太野蛮了,1
城市人滚出郑州！,0
河南人的人都说话大声，真让人讨厌,1
海口旅游攻略分享,0
在这里发现了一家不错的豆浆店,0
城市人就知道骗人，太自私了,1
写作真的需要耐心,0
请问难度大吗？谢谢大家,0
关于游戏开发，我觉得需要坚持,0
在厦门发现了一家不错的日料店,0
推荐物联网相关的书,0
南方人滚出福州！,0
不要和回族人打交道，都是愚蠢的,1
不要和新疆人打交道，都是肮脏的,1
外来务工者根本不配和我们一样,1
遇到外地人一定要小心，他们会欺负人,1
刚看了一部关于机器学习的视频，很不错,0
关于物联网，我觉得需要耐心,0
我最讨厌新疆人，他们爱撒谎,1
